,mol_id,smiles,pIC50
6122,CHEMBL3699615,COc1cc(ccc1Nc2ncc(Cl)c(Nc3cccc(NC(=O)C=C)c3)n2)N4CCN(CC4)S(=O)(=O)C,8.26
6123,CHEMBL3699581,COc1cc(ccc1Nc2ncc(c(Oc3cccc(NC(=O)C=C)c3)n2)C(F)(F)F)N4CCOCC4,8.26
6124,CHEMBL3622626,FC(F)(F)c1cc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)C=C)cc23)ccc1Cl,6.98
6125,CHEMBL3612599,CCOC(=O)CCCN1C(=O)Oc2cc3ncnc(Nc4cc(C)cc(C)c4)c3cc12,5.82
6126,CHEMBL3622637,COCCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,8.27
6127,CHEMBL3827349,C1CC(CCN1)n2cc(cn2)c3ccc4ncnc(Nc5ccc6ncccc6c5)c4c3,7.55
6128,CHEMBL3676383,CCN(CC)CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,7.58
6129,CHEMBL3941626,CCOc1cc2NC=C(C#N)C(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1\N=C(/O)\C=C\[C@H]5C[C@H](O)CN5C,7.23
6130,CHEMBL3655346,CN(C)C\C=C\C(=O)N1Cc2sc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c3c2C1,7.72
6131,CHEMBL3655351,CN(C\C=C\C(=O)N1CCc2c(C1)sc3ncnc(Nc4cc(O)c(Cl)c(Cl)c4)c23)C(C)(C)C,9.0
6133,CHEMBL1229592,COc1cc(ccc1Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)N4CCN(C)CC4,8.0
6134,CHEMBL4078914,COc1cc(ccc1Nc2ncc3C(=CC(=O)N(c4cc(NC(=O)C=C)cc(c4)C(F)(F)F)c3n2)C)N5CC(C)N(C)C(C)C5,7.01
6135,CHEMBL3671522,CC(=C)C(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,7.16
6136,CHEMBL3671536,COCCC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,7.16
6137,CHEMBL4102224,CCC(=O)NCCSc1nc(c2ccc(F)cc2)c([nH]1)c3ccnc(Nc4ccccc4)c3,7.48
6138,CHEMBL4103440,COc1ccc(cc1)c2nnc(s2)N3C(=O)c4ccc(Cl)cc4N=C3c5ccccc5,6.5
6139,CHEMBL3678958,CC(C)n1c(Nc2cccnc2)nc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc13,8.4
6140,CHEMBL3910297,C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(CNCC(=O)NO)cc3)c4ccccc4,6.0
6141,CHEMBL4090582,CN(C)C\C=C\C(=O)NCc1cccc(c1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccnc5[nH]c(cc45)c6ccccc6,8.21
6142,CHEMBL4061473,Fc1ccc(cc1)c2nc(SC[C@H]3CCCN3C(=O)C=C)[nH]c2c4ccnc(Nc5ccccc5)c4,7.55
6143,CHEMBL4081732,Fc1ccc(cc1)c2nc(SCCC#N)[nH]c2c3ccnc(Nc4ccccc4)c3,6.96
6144,CHEMBL3676375,CC(COc1cc2ncnc(Nc3ccc(Br)c(Cl)c3F)c2cc1NC(=O)C=C)NC(=O)CN(C)C,7.06
6145,CHEMBL4090601,Nc1ncnc2c1c(nn2[C@@H]3CCCN(C3)C(=O)C=C)c4ccc5ccccc5c4,7.7
6146,CHEMBL3787344,CN(C)C\C=C\C(=O)N1CCCC[C@H](C1)n2c(NC(=O)c3ccnc(C)c3)nc4cccc(Cl)c24,6.79
6147,CHEMBL3676379,COCC(N(C)C)C(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,7.24
6148,CHEMBL545315,Cl.Cl.Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,8.7
6149,CHEMBL3622645,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1O[C@H]4CCOC4,5.51
6150,CHEMBL3622672,COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1NC(=O)\C=C\CN4CCCCC4,7.66
6151,CHEMBL4072620,COc1cc(N(C)CC[N+](C)(C)[O-])c(NC(=O)C=C)cc1Nc2nccc(n2)c3cn(C)c4c(F)cccc34,6.22
6152,CHEMBL3263366,Cc1ccc(cc1C)C2=NN(C(C2)c3cccc4ccccc34)C5=NC(=O)CS5,5.88
6153,CHEMBL3958482,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1NC(=O)\C=C\CN5CCCCC5,7.8
6154,CHEMBL3921347,CCC(=O)Nc1cc2c(Nc3ccc4[nH]ncc4c3)ncnc2cc1OC,7.1
6155,CHEMBL3939300,CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc5cccnc5)c3)ncnc2cc1OC,6.15
6156,CHEMBL285063,Brc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,6.28
6157,CHEMBL3353410,COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc2nccc(n2)c3cn(C)c4ccccc34,6.58
6158,CHEMBL1229592,COc1cc(ccc1Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)N4CCN(C)CC4,8.36
6159,CHEMBL3747281,CC(=O)N1N=C(CC1c2ccc(cc2)C(=O)OCCn3c(C)ncc3[N+](=O)[O-])c4ccc(F)cc4,5.3
6160,CHEMBL3924787,C[C@@H](Nc1ncnc2ccc(OCCCCCC(=O)NO)cc12)c3ccccc3,7.0
6161,CHEMBL3798501,COc1cc(ccc1Nc2ncc(SC)c(Oc3cccc(NC(=O)C=C)c3)n2)N4CCN(CC4)C(=O)C,7.06
6162,CHEMBL3746557,CC(=O)N1N=C(CC1c2ccc(cc2)C(=O)OCCn3c(C)ncc3[N+](=O)[O-])c4ccc(cc4)C(F)(F)F,6.58
6163,CHEMBL3746212,CC(=O)N1N=C(CC1c2ccc(cc2)C(=O)OCCn3c(C)ncc3[N+](=O)[O-])c4ccc(Br)cc4,5.38
6164,CHEMBL1928293,O=C(c1cc2ccccc2[nH]1)c3cc4c(Nc5cccc(c5)C#C)ncnc4s3,7.73
6165,CHEMBL4101735,CN(C)C\C=C\C(=O)N1CCC[C@H](C1)n2nc(c3cccc(c3)C(F)(F)F)c4c(N)ncnc24,5.14
6166,CHEMBL1873475,Nc1ncnc2c1c(nn2[C@@H]3CCCN(C3)C(=O)C=C)c4ccc(Oc5ccccc5)cc4,8.7
6167,CHEMBL3622666,Fc1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)\C=C\CNC5CC5)cc23)cc1Cl,8.19
6168,CHEMBL3622652,Fc1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)\C=C\CN5CCC(=O)CC5)cc23)cc1Cl,6.28
6169,CHEMBL3622650,Fc1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)\C=C\CN5CCCCC5)cc23)cc1Cl,8.28
6170,CHEMBL4102577,CCC(=O)Nc1cccc(Nc2cc(ccn2)c3[nH]c(SC)nc3c4ccc(F)cc4)c1,7.66
6171,CHEMBL2180204,Nc1ncnc2c1c(nn2[C@@H]3CCCN(C3)C(=O)C=C)c4cccc(c4)C(F)(F)F,6.43
6172,CHEMBL4099254,Nc1ncnc2c1c(nn2[C@@H]3CCCN(C3)C(=O)C=C)C4CC4,6.16
6173,CHEMBL4092491,CC(C)[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(c3)C(F)(F)F)c2c1,5.99
6174,CHEMBL4098507,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc23)c6ccccc6Cl,7.8
6175,CHEMBL4064937,CN1CCN(CC1)c2ccc(Nc3ncc4CN(C(=O)N([C@H]5CCN(C5)C(=O)C6CC6)c4n3)c7ccccc7Cl)cc2C,7.54
6176,CHEMBL4062178,CN1CCN(CC1)c2ccc(Nc3ncc4CN(C(=O)N([C@H]5CCN(C5)C(=O)CO)c4n3)c6ccccc6Cl)cc2C,8.15
6177,CHEMBL4060198,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc23)c6ccccc6F,7.75
6178,CHEMBL4089951,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc23)c6ccccc6C,8.12
6179,CHEMBL4070404,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc23)c6cccc(F)c6,7.45
6180,CHEMBL4105392,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc23)c6ccc(Cl)cc6,6.42
6181,CHEMBL4070640,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc23)c6ccccc6OC,7.56
6182,CHEMBL3753874,CCCC1=CC(=O)N(c2cccc(NC(=O)C=C)c2)c3nc(Nc4ccc(cc4OC)N5CCN(C)CC5)ncc13,6.01
6183,CHEMBL3360604,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCCn4ccnc4[N+](=O)[O-],9.28
6185,CHEMBL4096822,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc23)c6cc(OC)ccc6F,6.44
6186,CHEMBL4095071,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc23)c6cc(OC)ccc6F,5.96
6187,CHEMBL4096014,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(CC)c4)nc23)c6cc(OC)ccc6F,6.29
6188,CHEMBL4104658,COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc2nccc(n2)c3cn4CCCc5cccc3c45,7.67
6189,CHEMBL3545308,COc1cc(ccc1Nc2ncc(c(Nc3cccc(NC(=O)C=C)c3)n2)C(F)(F)F)N4CCN(CC4)C(=O)C,8.7
6190,CHEMBL4065984,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc23)c6cc(OC)ccc6F,6.22
6191,CHEMBL4062509,Nc1ncnc2c1c(nn2[C@@H]3CCCN(C3)C(=O)C=C)c4ccc(F)cc4,6.89
6192,CHEMBL321494,CSc1nc(c2ccc(F)cc2)c([nH]1)c3ccnc(Nc4ccccc4)c3,7.62
6193,CHEMBL4066170,COc1cc(N(C)CC[N+](C)(C)[O-])c(NC(=O)C=C)cc1Nc2nccc(n2)c3cn(C)c4ccc(F)cc34,6.45
6194,CHEMBL4069586,Nc1ncnc2c1c(nn2[C@@H]3CCCN(C3)C(=O)C=C)C#CCC4CCCC4,6.12
6195,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4,8.49
6196,CHEMBL554,CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,7.57
6197,CHEMBL4077973,COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc2cc(nc(OC)n2)c3cn4CCCc5cccc3c45,6.26
6198,CHEMBL4062617,C=CC(=O)NCc1cccc(c1)c2nc(C3CC3)c([nH]2)c4ccnc5[nH]c(cc45)c6ccccc6,5.39
6199,CHEMBL4094471,Clc1ccccc1c2oc(Cc3nc4ccccc4[nH]3)nn2,5.35
6200,CHEMBL4065301,COc1cccc(c1OC)c2oc(Cc3nc4ccccc4[nH]3)nn2,4.21
6201,CHEMBL3759155,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCN5CCCCC5,5.34
6202,CHEMBL3760071,COC(=O)c1cc(OC)c(c(OC)c1)c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2,8.4
6203,CHEMBL3759317,COc1cc(cc(OC)c1c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)C(=O)NCCN(C)C,9.4
6204,CHEMBL4066141,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(CC5)C6COC6)c(C)c4)nc23)c7cc(OC)ccc7Cl,6.44
6205,CHEMBL4065970,CCCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc23)c6ccccc6Cl,7.54
6206,CHEMBL4098591,CCC(=O)N1CC[C@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc23)c6ccccc6Cl,7.63
6207,CHEMBL4097682,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc23)c6ccc(F)cc6,7.14
6208,CHEMBL4079649,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc23)c6cccc(Cl)c6,6.84
6209,CHEMBL4094438,Fc1ccc(cc1)c2nc([nH]c2c3ccnc4[nH]c(cc34)c5cccc(NC(=O)C=C)c5)c6ccccc6,7.37
6210,CHEMBL326100,COc1cc(\C=C(/C#N)\C(=O)N)cc(CSCc2ccccc2Cl)c1O,5.6
6211,CHEMBL3805325,C#Cc1cccc(Nc2ncnc3cc(OCC4CCCO4)c5OCCOc5c23)c1,7.56
6212,CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,6.7
6213,CHEMBL3647418,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\[C@@H]5CCCN5,8.22
6214,CHEMBL3647419,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\[C@@H]5C[C@@H](O)CN5C,7.23
6215,CHEMBL3647420,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\[C@H]5CCCN5C,7.89
6216,CHEMBL3671568,CN1CCCC1C(=O)NCCOc2cc3ncnc(Nc4ccc(Br)cc4F)c3cc2NC(=O)C=C,7.62
6217,CHEMBL3671570,Fc1cc(Br)ccc1Nc2ncnc3cc(OCCNC(=O)CN4CCCCC4)c(NC(=O)C=C)cc23,8.15
6218,CHEMBL3633942,CCOC(=O)C(=CNC(=O)Nc1ccc(cc1)C(=O)Nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)C(=O)OCC,5.84
6219,CHEMBL3633933,CCNC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1,6.64
6220,CHEMBL3290142,Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1C(=O)Nc3cnc(Nc4cccc(NC(=O)C=C)c4)nc3,7.14
6221,CHEMBL3902576,Nc1nc(Nc2cccc(Br)c2)c3Cc4ccccc4c3n1,4.0
6222,CHEMBL3917698,CN(C)C\C=C\C(=O)N1CCC(CC1)n2nc(c3ccc(Oc4ccccc4)cc3)c5c(N)ncnc25,6.57
6223,CHEMBL3699620,CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(Nc3ncc(Cl)c(Oc4cccc(NC(=O)C=C)c4)n3)c(OC(F)(F)F)c2,7.7
6224,CHEMBL4064942,CN(C)C(=O)CSc1nc(c2ccc(F)cc2)c([nH]1)c3ccnc(Nc4ccccc4)c3,8.05
6225,CHEMBL3699586,COc1cc(ccc1Nc2ncc(Cl)c(Nc3cccc(NC(=O)C=C)c3)n2)N4CCN(CC4)C(=O)C,7.7
6226,CHEMBL2381510,COc1cc(ccc1Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)N4CCN(CC(=O)OCCOCCOc5no[n+]([O-])c5S(=O)(=O)c6ccccc6)CC4,7.0
6227,CHEMBL2381505,COc1cc(ccc1Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)N4CCN(CC(=O)NCC(C)Oc5no[n+]([O-])c5S(=O)(=O)c6ccccc6)CC4,7.14
6228,CHEMBL3633932,CCNC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,7.46
6229,CHEMBL3671533,CN(C)CCC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,8.05
6230,CHEMBL3671538,CN(C)CCCC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,7.68
6231,CHEMBL3739587,CC(=O)c1nn(cc1C(=O)c2c(C)[nH]c(c3ccccc3)c2c4ccccc4)c5ccc(Cl)cc5,5.35
6232,CHEMBL3742060,Cc1ccc(cc1)n2cc3c(nnc(C)c3n2)c4c(C)[nH]c(c5ccccc5)c4c6ccccc6,5.26
6233,CHEMBL3671498,CN(C)CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,8.7
6234,CHEMBL4091569,OCCSc1nc(c2ccc(F)cc2)c([nH]1)c3ccnc(Nc4ccccc4)c3,7.96
6235,CHEMBL4067255,Fc1ccc(cc1)c2nc(SCCN3CCOCC3)[nH]c2c4ccnc(Nc5ccccc5)c4,6.74
6236,CHEMBL4071180,CN(C)C\C=C\C(=O)NCCSc1nc(c2ccc(F)cc2)c([nH]1)c3ccnc(Nc4ccccc4)c3,8.57
6238,CHEMBL4113919,CC(C)n1c(Nc2ccccc2)nc3cnc(Nc4ccc(cc4)C(=O)N[N+]5=CCN(C)CC5)nc13,8.1
6239,CHEMBL2178349,CN1CCN(CC1)c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C)c4n3)cc2,8.52
6240,CHEMBL3663929,CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCC(CC3)N4CCN(C)CC4)nc1O[C@@H]5CCN(C5)C(=O)C=C,8.77
6241,CHEMBL3663931,CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCN(C)[C@@H](C)C3)nc1Oc4cccc(NC(=O)C=C)c4,8.74
6242,CHEMBL3663936,CCc1nc(C(=O)N)c(Nc2ccc(N3CCC(CC3)N4CCN(C)CC4)c(C)c2)nc1O[C@@H]5CCCN(C5)C(=O)C=C,8.92
6243,CHEMBL3741526,CCOC(=O)c1nn(cc1C(=O)c2c(C)[nH]c(c3ccccc3)c2c4ccccc4)c5ccc(Cl)cc5,5.5
6244,CHEMBL3960167,CN(C)C\C=C\C(=O)N1CCCC[C@H](C1)n2c(NC(=O)c3ccnc(C)c3)nc4cccc(C)c24,7.17
6245,CHEMBL3972316,Cc1cccc2nc(NC(=O)c3cccc(c3)C(F)(F)F)n([C@@H]4CCCCN(C4)C(=O)C=C)c12,6.6
6246,CHEMBL4068814,CC(=O)c1ccccc1c2oc(Cc3nc4ccccc4[nH]3)nn2,4.18
6247,CHEMBL4095195,Cc1ccccc1Cc2oc(Cc3nc4ccccc4[nH]3)nn2,4.3
6248,CHEMBL3622619,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C=C)c(c3)C(F)(F)F)c2cc1NC(=O)C=C,6.94
6249,CHEMBL25610,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN4CCOCC4,6.52
6250,CHEMBL3774578,Cc1ccc(Nc2ncnc3cc4OCC(=O)N(CCCN5CCOCC5)c4cc23)cc1Cl,6.79
6251,CHEMBL3775148,O=C1COc2cc3ncnc(Nc4ccccc4)c3cc2N1CCCN5CCOCC5,6.29
6252,CHEMBL3676345,CCN(CC)CCC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)c(F)c3F)c2cc1NC(=O)C=C,7.72
6253,CHEMBL3671495,FC(F)C(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,8.3
6254,CHEMBL3676352,COc1cc(Nc2ncnc3cc(OCCNC(=O)C)c(NC(=O)C=C)cc23)c(Cl)cc1Cl,7.38
6255,CHEMBL4091010,CC(C)C[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.84
6256,CHEMBL242740,COc1c(O)cc2OC=C(C(=O)c2c1O)c3ccc(O)cc3,5.48
6257,CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,7.1
6258,CHEMBL1271561,C[C@@H](Nc1ncnc2sc3CN(CCc3c12)C(=O)\C=C\CN(C)C)c4ccccc4,7.92
6259,CHEMBL1172781,OC[C@@H](Nc1ncnc2oc(c3ccccc3)c(c4ccccc4)c12)c5ccccc5,6.65
6260,CHEMBL3746421,CC(Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c2ccc(cc2)C3CC(=NN3C(=O)C)c4ccc(cc4)C(F)(F)F,5.18
6261,CHEMBL3613695,NC(=O)c1cnc2ccc(cc2c1Nc3ccc(Br)cc3)C(=O)\C=C\c4ccc(Cl)cc4,5.32
6262,CHEMBL3746421,CC(Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c2ccc(cc2)C3CC(=NN3C(=O)C)c4ccc(cc4)C(F)(F)F,5.17
6263,CHEMBL4083467,Cc1nnc(s1)N2C(=O)c3ccc(Cl)cc3N=C2c4ccccc4,5.49
6264,CHEMBL4083815,Clc1ccccc1c2nnc(s2)N3C(=O)c4ccccc4N=C3c5ccccc5,4.11
6265,CHEMBL3622678,CCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1NC(=O)\C=C\CNC4CC4,8.38
6266,CHEMBL3622676,O=C(Nc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1O[C@H]4CCOC4)\C=C\CNC5CC5,8.25
6267,CHEMBL3622671,O=C(Nc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1O[C@H]4CCOC4)\C=C\CN5CCCCC5,8.28
6268,CHEMBL3622659,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CC[S+]([O-])CC4,6.45
6269,CHEMBL3612564,COCCN1C(=O)Oc2cc3ncnc(Nc4ccc(OC)cc4)c3cc12,5.29
6270,CHEMBL4099713,Nc1ncnc2c1c(nn2[C@@H]3CCCN(C3)C(=O)C=C)c4ccccc4,6.85
6271,CHEMBL3746642,CC(Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c2ccc(cc2)C3CC(=NN3C(=O)C)c4ccc(cc4)[N+](=O)[O-],5.84
6272,CHEMBL3699616,COc1cc(ccc1Nc2ncc(c(Oc3cccc(NC(=O)C=C)c3)n2)C(F)(F)F)N4CCN(CC4)C(=O)CC(C)(C)C,6.19
6275,CHEMBL4073595,COc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCCN5C[C@H](O)[C@@H](O)[C@H](O)[C@H]5CO,8.34
6276,CHEMBL1229592,COc1cc(ccc1Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)N4CCN(C)CC4,8.85
6277,CHEMBL2178351,CC(C)n1c(Nc2ccccc2)nc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc13,8.3
6278,CHEMBL4078920,OCCCc1nc(C2CC2)c([nH]1)c3ccnc4[nH]cc(c5cccc(NC(=O)C=C)c5)c34,6.17
6279,CHEMBL2441567,CN(C)C\C=C\C(=O)N1CCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc12,6.05
6280,CHEMBL1421,Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,7.7
6281,CHEMBL3893822,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(cc34)c5cn(CCCCCCC(=O)NO)nn5)cc2C)cn1,8.0
6282,CHEMBL597402,Fc1c(F)c(F)c(OCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)c(F)c1F,7.3
6283,CHEMBL327127,CN1C(=O)C(=Cc2cnc(Nc3cccc(CO)c3)nc12)c4c(Cl)cccc4Cl,7.09
6284,CHEMBL157128,COCC1CCCN1CC#CC(=O)Nc2ccc3ncc(C#N)c(Nc4cccc(Br)c4)c3c2,6.82
6285,CHEMBL2437474,COc1ccc(cc1)N2C(=O)C=Nc3cnc(Nc4cccc(N)c4)nc23,4.74
6286,CHEMBL4068254,C(c1oc(nn1)c2ccccc2)c3nc4ccccc4[nH]3,4.5
6287,CHEMBL168382,COc1cccc(c1)c2cn(C3CCCC3)c4ncnc(N)c24,6.34
6288,CHEMBL3436358,Cc1ccc(cc1)S(=O)(=O)O.CS(=O)(=O)N2CCN(Cc3oc(cc3)c4ccc5ncnc(Nc6ccc(OCc7cccc(F)c7)c(Cl)c6)c5c4)CC2,7.22
6289,CHEMBL553,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,7.96
6290,CHEMBL2441568,Fc1ccc(Nc2ncnc3cc4OCCNc4cc23)cc1Cl,8.89
6291,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4,7.21
6292,CHEMBL3436355,CN1CCN(Cc2oc(cc2)c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)CC1.Cc7ccc(cc7)S(=O)(=O)O,7.9
6293,CHEMBL4097245,NP(=O)(OCCCC(=O)Oc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)N(CCCl)CCCl,8.06
6294,CHEMBL3746642,CC(Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c2ccc(cc2)C3CC(=NN3C(=O)C)c4ccc(cc4)[N+](=O)[O-],5.84
6295,CHEMBL2335019,CC(C)(C)C(=O)Nc1nc(Nc2ccc(F)c(c2)C(F)(F)F)c3cc(CCc4ccccn4)[nH]c3n1,4.57
6296,CHEMBL2335379,Nc1nc(Nc2cccc(c2)C#C)c3cc(CCc4ccccn4)[nH]c3n1,4.7
6297,CHEMBL2325090,Clc1ccc(cc1)C2=NN(C(C2)c3cccc4ccccc34)c5ccccc5,6.17
6298,CHEMBL2324873,Cc1ccc(cc1)C2=NN(C(C2)c3ccc4ccccc4c3)C(=S)N,6.28
6299,CHEMBL2324872,COc1ccc(cc1)C2=NN(C(C2)c3ccc4ccccc4c3)C(=S)N,5.98
6300,CHEMBL2325108,NC(=S)N1N=C(CC1c2cccc3ccccc23)c4ccc(Cl)c(Cl)c4,6.68
6301,CHEMBL2179119,Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccnc5[nH]c(cc45)c6ccccc6,7.31
6302,CHEMBL3739527,C[S+]([O-])c1ccc(\C=C/2\C(=C(CC(=O)OCCOc3cc4ncnc(Nc5cccc(c5)C#C)c4cc3OCCOC(=O)CC6=C(C)\C(=C\c7ccc(cc7)[S+](C)[O-])\c8ccc(F)cc68)c9cc(F)ccc29)C)cc1,7.57
6303,CHEMBL2325104,NC(=S)N1N=C(CC1c2cccc3ccccc23)c4ccc(Cl)cc4,6.03
