,mol_id,smiles,pIC50
1691,CHEMBL1824364,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccc(F)cc4)c1,6.96
1692,CHEMBL1824365,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccc(Cl)cc4)c1,6.07
1694,CHEMBL1824370,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4c(F)cccc4F)c1,7.16
1695,CHEMBL1824372,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccc(Cl)c4)c1,7.01
1696,CHEMBL3343386,COc1ccc(cc1)n2nnc(C(=O)Nc3ccc(Oc4ccnc5cc(OCCCN6CCCCC6)c(OC)cc45)c(F)c3)c2C(F)(F)F,7.71
1697,CHEMBL3343399,COc1cc2c(Oc3ccc(NC(=O)c4nnn(c5ccc(F)c(F)c5)c4C(F)(F)F)cc3F)ccnc2cc1OCCCN6CCN(C)CC6,8.61
1698,CHEMBL2071452,CC(NC(=O)c1cc(cnc1N)c2ccc3NC(=O)Cc3c2)c4c(Cl)ccc(F)c4Cl,6.68
1699,CHEMBL494984,CNC(=O)c1ccc(cc1F)c2ccc3nnc(Cc4ccc(O)cc4)n3n2,8.52
1700,CHEMBL497117,Oc1ccc(Cc2nnc3ccc(nn23)c4ccsc4)cc1,8.4
1702,CHEMBL450209,COc1cc2c(Oc3ccc(cc3F)C4=CN=C(Cc5ccccc5)N(C)C4=O)ccnc2cc1OCCCN6CCCC6,7.92
1703,CHEMBL499886,OCc1c[nH]c2nccc(Oc3ccc(NC(=O)NC(=O)Cc4ccc(F)cc4)cc3F)c12,8.4
1704,CHEMBL499618,Nc1cc(Oc2ccc(NC(=O)CC(=O)Nc3ccc(F)cc3)cc2F)ccn1,7.0
1705,CHEMBL2071453,CC(NC(=O)c1cc(cnc1N)c2cncnc2)c3c(Cl)ccc(F)c3Cl,5.94
1712,CHEMBL3287595,COc1cccc(Nc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)n2)c1,6.94
1713,CHEMBL3287597,Fc1ccc(NC(=O)C2(CC2)C(=O)Nc3ccc(Oc4ccnc(Nc5cccc(c5)C(F)(F)F)n4)c(F)c3)cc1,6.73
1714,CHEMBL3287605,CS(=O)(=O)Cc1cccc(Nc2cc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)cc(n2)C(=O)N)c1,6.68
1715,CHEMBL254879,CN1CCN(CCOc2cn3ncnc(Oc4ccc(NC(=O)c5ccccc5F)cc4F)c3c2C)CC1,7.05
1716,CHEMBL254280,CN(C)CCCOc1cn2ncnc(Oc3ccc(NC(=O)CC(=O)Nc4ccc(F)cc4)cc3F)c2c1C,7.52
1717,CHEMBL559926,Clc1nc2sccn2c1S(=O)(=O)n3ccc4ncccc34,7.46
1718,CHEMBL494630,COc1ccc2c(OCc3nnc4ccc(nn34)c5cc(F)cc(F)c5)ccnc2c1,8.15
1719,CHEMBL499878,CN(C)CC(=O)c1c[nH]c2nccc(Oc3ccc(NC(=O)NC(=O)Cc4ccc(F)cc4)cc3F)c12,7.36
1720,CHEMBL2031901,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)nc3)ccnc2c1,7.08
1721,CHEMBL1796178,Cc1ccc(cc1)C(=O)NNC(=O)C(=O)c2c[nH]c3ccccc23,4.02
1722,CHEMBL1796179,COc1ccc(cc1)C(=O)NNC(=O)C(=O)c2c[nH]c3ccccc23,4.02
1723,CHEMBL1796193,CS(=O)(=O)NCc1cccc(c1)c2ccc(cc2)C(=O)NNC(=O)C(=O)c3c[nH]c4ccccc34,4.57
1724,CHEMBL2071392,Cn1cc(cn1)c2cnc(N)c(c2)C(=O)NCc3c(F)ccc(F)c3Cl,6.39
1725,CHEMBL3414735,Fc1cc(cn2c(nnc12)C(F)(F)c3ccc4ncccc4c3)c5ccccn5,7.5
1726,CHEMBL1644805,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4NC(=O)CCC(C)(C)c4c3)ncc2Cl,6.99
1727,CHEMBL2031900,COc1cc2nccc(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)nc3)c2cc1OC,7.15
1728,CHEMBL1642143,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4NCCCOc4c3)ncc2Cl,7.24
1729,CHEMBL461583,Nc1nccc(Oc2ccc(NC(=O)C3=C(OCCO)C=CN(C3=O)c4ccc(F)cc4)cc2F)c1Cl,8.59
1730,CHEMBL3911896,COc1cc2c(Oc3ccc(NC(=O)C4=NN(C(=O)N4C5CC5)c6ccccc6OC(F)(F)F)cc3F)ccnc2cc1OCCCN7CCN(C)CC7,8.41
1731,CHEMBL3938747,COc1cc2c(Oc3ccc(NC(=O)C4=NN(C(=O)N4C5CC5)c6ccccc6Cl)cc3F)ccnc2cc1OCCCN7CCN(C)CC7,8.34
1732,CHEMBL3921664,CC(C)S(=O)(=O)c1ccccc1Nc2nc(N\N=C\c3ccc(F)cc3)ncc2Cl,6.66
1734,CHEMBL3903767,Fc1cccc(c1)N2N=C(C(=O)Nc3ccc(Oc4ccncc4c5cccnc5)c(F)c3)c6ccccc6C2=O,7.72
1735,CHEMBL3894843,Fc1ccc(cc1F)N2N=C(C(=O)Nc3ccc(Oc4ccncc4c5cccnc5)c(F)c3)S(=O)(=O)c6ccccc26,7.33
1736,CHEMBL1823253,Oc1ccc(Cn2cnc3ncc(nc23)c4cccs4)cc1,6.82
1737,CHEMBL2170820,CC(C)(O)Cn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2,7.77
1738,CHEMBL2324118,Cn1cc(cn1)c2cnc3C=Cc4ccc(CS(=O)(=O)N)cc4C(=O)c3c2,7.01
1739,CHEMBL3582034,Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)c5ncn(c6ccccc6)c5C(F)(F)F)cc4F)c3s2,5.62
1740,CHEMBL508142,CN1CCN(CC(=O)c2c[nH]c3nccc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)CC1,7.96
1741,CHEMBL503090,Fc1ccc(CC(=O)NC(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)cc1,6.96
1742,CHEMBL1230609,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)ccnc2cc1OCCCN6CCOCC6,9.3
1743,CHEMBL511172,CN1CCN(CC1)c2cnc3cccc(c4ccccc4)c3n2,4.55
1744,CHEMBL456456,CN1CCN(CC1)c2cnc3cc(cc(NCc4ccc5nonc5c4)c3n2)C(F)(F)F,6.42
1746,CHEMBL509101,Fc1ccc(cc1)N2C=CC=C(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)c(F)c3)C2=O,8.74
1747,CHEMBL460502,NCC#Cc1c(N)nccc1Oc2ccc(NC(=O)C3=CC=CN(C3=O)c4ccc(F)cc4)cc2F,8.42
1748,CHEMBL462622,Nc1nccc(Oc2ccc(NC(=O)C3=CC=CN(C3=O)c4ccc(F)cc4)cc2F)c1C#C,9.0
1749,CHEMBL462624,Nc1nccc(Oc2ccc(NC(=O)C3=CC=CN(C3=O)c4ccc(F)cc4)cc2F)c1Cl,9.0
1750,CHEMBL258453,CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2,7.66
1753,CHEMBL2029375,CC[C@H](O)CN1N(C(=O)C(=C1C)C(=O)Nc2ccc(Oc3ccnc4cc(OC)ccc34)c(F)c2)c5ccccc5,7.42
1754,CHEMBL459647,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C)N(CC(C)C)N(C4=O)c5ccccc5)cc3F)ccnc2c1,6.69
1755,CHEMBL445799,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C)N(CC(C)(C)O)N(C4=O)c5ccccc5)cc3F)ccnc2c1,7.3
1756,CHEMBL2032293,Nc1ncc(cc1c2oc3cc(F)ccc3n2)c4cnn(c4)C5CCN(CCO)CC5.OC(=O)C(F)(F)F,7.05
1757,CHEMBL2029686,COCCOc1cnc2ccc(cc2c1)[C@H](C)n3nnc4C=CN(C(=O)c34)c5cc(F)cc(F)c5,8.52
1758,CHEMBL1170010,Cl.CN(C)CC(=O)N1CCC(CC1)n2cc(cn2)c3cnc(N)c(c3)c4oc5ccccc5n4,7.22
1759,CHEMBL460466,CCCN1N(C(=O)C(=C1C)C(=O)Nc2ccc(Oc3ccnc4cc(OC)ccc34)c(F)c2)c5ccccc5,7.31
1760,CHEMBL2032020,CCN1N(C(=O)C(=C1C)C(=O)Nc2ccc(Oc3ccnc4cc(OC)ccc34)c(F)c2)c5ccccc5,7.2
1761,CHEMBL2419650,COc1cc2c(Oc3ccc(NC(=O)NNCc4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN5CCC(C)CC5,6.92
1762,CHEMBL2419678,COc1cc2c(Oc3ccc(NC(=O)N\N=C\c4cccnc4)cc3F)ccnc2cc1OCCCN5CCCCC5,7.21
1763,CHEMBL2419675,COc1cccc(\C=N\NC(=O)Nc2ccc(Oc3ccnc4cc(OCCCN5CCCCC5)c(OC)cc34)c(F)c2)c1,7.31
1765,CHEMBL2032037,COc1cc2nccc(Oc3ccc(NC(=O)N4CCC(Cc5ccccc5)C4=O)cc3F)c2cc1OC,6.23
1766,CHEMBL3765283,COc1cc2c(Oc3ccc(\C=N\NC(=O)Nc4ccccc4)cc3F)ccnc2cc1OCCCN5CCCCC5,7.2
1767,CHEMBL1099176,CN(C(=O)c1cccnc1Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)c5ccc(F)cc5,6.72
1768,CHEMBL2071385,Cn1cc(cn1)c2cnc(N)c(c2)C(=O)NCc3cccc(F)c3F,5.92
1769,CHEMBL2071393,Cn1cc(cn1)c2cnc(N)c(c2)C(=O)NCc3c(F)ccc(Cl)c3Cl,6.25
1770,CHEMBL1644799,CNC(=O)c1ccccc1Nc2nc(Nc3ccc4N(C)C(=O)CCCc4c3)ncc2Cl,8.0
1771,CHEMBL1644798,CN1C(=O)CCCc2cc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)N)n3)ccc12,8.15
1772,CHEMBL1802593,CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cccc(Cl)c4,7.35
1773,CHEMBL271188,COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,4.7
1774,CHEMBL464510,Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2,7.55
1775,CHEMBL502621,CN(C)[C@H]1CCN(C1)C(=O)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6)cc4F)c3s2,7.38
1776,CHEMBL465130,CN(C(=O)CC(=O)Nc1ccc(Oc2ccnc3cc(sc23)c4cn(C)cn4)c(F)c1)c5ccccc5,6.8
1777,CHEMBL455655,CCn1ccnc1c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6)cc4F)c3s2,6.85
1778,CHEMBL1802827,Cn1cc(cn1)c2cnc3C=Cc4ccc(NS(=O)(=O)C(F)(F)F)cc4C(=O)c3c2,5.26
1779,CHEMBL1922409,O=C1NC=Cc2c(Cc3nnc4ccc(nn34)N5CCCCC5)cccc12,7.54
1780,CHEMBL3414917,COc1cnc2ccc(cc2c1)[C@@](C)(F)c3nnc4c(F)cc(cn34)c5cc(C)ns5,8.3
1781,CHEMBL1939320,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4c(NC(=O)C(CC4(C)C)NC(=O)C(F)(F)F)c3)ncc2Cl.OC(=O)C(F)(F)F,7.89
1782,CHEMBL1939481,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4c(NC(=O)C(CC4(C)C)NC(=O)CN(C)C)c3)ncc2Cl.OC(=O)C(F)(F)F,7.85
1783,CHEMBL1802600,CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cnsc4,7.85
1784,CHEMBL1802906,Cn1cc(cn1)c2cnc3C=Cc4ccc(NS(=O)(=O)N)cc4C(=O)c3c2,8.52
1785,CHEMBL1802914,CN([C@H]1CCOC1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5,7.28
1786,CHEMBL1802591,CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)N4CCN(CC4)c5cccnc5,5.7
1787,CHEMBL1802585,CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)N4CCCCC4,7.03
1788,CHEMBL1803010,CN(c1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4ccccc4)S(=O)(=O)C,6.11
1789,CHEMBL497968,COc1ccc2c(OCc3nnc4ccc(nn34)c5ccc(F)cc5)ccnc2c1,7.92
1790,CHEMBL494985,CNC(=O)c1ccc(cc1Cl)c2ccc3nnc(Cc4ccc(O)cc4)n3n2,8.7
1791,CHEMBL1766540,CN1CCN(CC1)c2cnc3cc(cc(NS(=O)(=O)c4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F,7.0
1792,CHEMBL499885,COC(=O)c1c[nH]c2nccc(Oc3ccc(NC(=O)NC(=O)Cc4ccc(F)cc4)cc3F)c12,8.3
1793,CHEMBL527066,Nc1cc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)ccn1,7.46
1794,CHEMBL2392967,COc1cc2c(Oc3ccc(NC(=O)c4cc(nc5ccccc45)c6cccc(Cl)c6)cc3F)ccnc2cc1OCCCN7CCC(C)CC7,8.5
1795,CHEMBL2431830,CNC(=O)c1ccc(cc1)c2ccc3nnc([C@@H](C)c4ccc5ncccc5c4)n3n2,7.82
1796,CHEMBL2431835,C[C@@H](c1ccc2ncccc2c1)n3nnc4ncc(nc34)c5cnn(CCO)c5,9.3
1797,CHEMBL1813640,Fc1ccc(cc1)N2C=CC=C(C(=O)Nc3ccc(Oc4ncnc5scc(c6ccc(F)c(F)c6)c45)c(F)c3)C2=O,7.18
1798,CHEMBL1802904,CCN1CCC(CC1)n2cc(cn2)c3cnc4C=Cc5ccc(NS(=O)(=O)N(C)C)cc5C(=O)c4c3,7.13
1799,CHEMBL2442119,CCN(CC)CCNC(=O)c1ccc(cc1)c2cnc(N)c(SC(C)c3c(Cl)ccc(F)c3Cl)c2,7.0
1800,CHEMBL2435999,COc1cc2c(Oc3ccc(NC(=O)c4cc(ccn4)c5ccc(C)cc5)cc3F)ccnc2cc1OCCCN6CCN(C)CC6,8.86
1801,CHEMBL462914,CN1CCN(CC1)c2cnc3cc(cc(c4ccc(O)cc4)c3n2)C(F)(F)F,6.1
1802,CHEMBL2401822,C[C@@H](Oc1c(N)ncc2c(coc12)c3ccccn3)c4c(Cl)ccc(F)c4Cl,5.8
1803,CHEMBL458217,CN1CCN(CC1)c2cnc3cc(Cl)cc(c4ccccc4)c3n2,5.55
1804,CHEMBL516328,CN1CCN(CC1)c2cnc3cc(cc(c4ccc5cc[nH]c5c4)c3n2)C(F)(F)F,5.7
1805,CHEMBL518516,CN1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3n2)C(F)(F)F,7.46
1806,CHEMBL462708,CN1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)C(=O)N)c3n2)C(F)(F)F,6.14
1807,CHEMBL2170953,Nc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,7.47
1808,CHEMBL2170951,C(c1ccc2ncccc2c1)n3nnc4nccnc34,6.6
1809,CHEMBL2170950,C(c1ccc2ncccc2c1)n3nnc4ncc(nc34)c5cnn(c5)C6CCNCC6,7.48
1810,CHEMBL2324130,CNC(=O)Cc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cnn(C)c4,5.72
1811,CHEMBL1939491,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4c(NC(=O)[C@@H](CC4(C)C)NC(=O)N5CCCC5)c3)ncc2Cl,7.58
1812,CHEMBL1939492,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4c(NC(=O)[C@H](CC4(C)C)NC(=O)N5CCCC5)c3)ncc2Cl,7.47
1813,CHEMBL1939493,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4c(NC(=O)[C@@H](CC4(C)C)NC(=O)OC)c3)ncc2Cl,8.15
1814,CHEMBL1939492,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4c(NC(=O)[C@H](CC4(C)C)NC(=O)N5CCCC5)c3)ncc2Cl,7.16
1815,CHEMBL1802595,CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4ccncc4,6.12
1816,CHEMBL554510,Clc1ccccc1S(=O)(=O)n2ccc3ncccc23,6.05
1817,CHEMBL1822004,CC1C(=NC(=C1C(=O)N2CCCC2CN3CCCC3)C)\C=C\4/C(=O)Nc5ccc(cc45)S(=O)(=O)Cc6c(Cl)cccc6Cl,8.05
1818,CHEMBL456456,CN1CCN(CC1)c2cnc3cc(cc(NCc4ccc5nonc5c4)c3n2)C(F)(F)F,6.42
1819,CHEMBL1927770,FC(F)(F)c1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)Nc3ccc(cc3)c4cn5c6ccccc6sc5n4)cc(c1)C(F)(F)F,5.4
1820,CHEMBL3334546,Cn1cc(cn1)c2cnc3nnn(Cc4ccn5nccc5c4)c3n2,7.72
1821,CHEMBL3334547,Cn1cc(cn1)c2cnc3nnn(Cc4ccn5nccc5n4)c3n2,6.85
1822,CHEMBL3334551,OCCn1cc(cn1)c2cnc3nnn(Cc4ccn5nccc5c4)c3n2,8.3
1823,CHEMBL1802596,CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cccnc4,5.6
1824,CHEMBL3334542,Cn1cc(cn1)c2cnc3nnn(Cc4ccc5nccn5c4)c3n2,8.22
1825,CHEMBL3357442,CN(c1ccccc1Nc2nc(Nc3cccc(NC(=O)CN)c3)ncc2Cl)S(=O)(=O)C,7.29
1826,CHEMBL3357447,CC(C)S(=O)(=O)c1ccccc1Nc2nc(Nc3cccc(NC(=O)C(C)(C)N)c3)ncc2Cl,7.57
1827,CHEMBL460465,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)cc3F)ccnc2c1,7.43
1828,CHEMBL1802826,Cn1cc(cn1)c2cnc3C=Cc4ccc(NS(=O)(=O)C(C)(C)C)cc4C(=O)c3c2,6.24
1829,CHEMBL1802913,COCCCN(C)S(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cnn(C)c4,8.52
1830,CHEMBL3594102,COc1cc2c(Oc3ccc(NC(=O)C4=C(C)N(C(=O)N4C)c5ccccc5C(F)(F)F)cc3F)ccnc2cc1OCCCN6CCN(C)CC6,8.09
1831,CHEMBL3220877,NCC(=O)N1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F,8.29
1835,CHEMBL2031911,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C5CCCO5)N(C)N(C4=O)c6ccccc6)cc3F)ccnc2c1,7.19
1836,CHEMBL2032014,COc1ccc2c(Oc3ccc(NC(=O)C4=C(N(C)N(C4=O)c5ccccc5)c6ccncc6)nc3)ccnc2c1,7.74
1837,CHEMBL3593882,COc1cc2c(Oc3ccc(NC(=O)C4=C(C)N(C(=O)N4C)c5ccc(Br)cc5)cc3F)ccnc2cc1OCCCN6CCC(C)CC6,7.73
1838,CHEMBL3593688,COc1ccc(cc1)N2C(=C(N(C)C2=O)C(=O)Nc3ccc(Oc4ccnc5cc(OCCCN6CCN(C)CC6)c(OC)cc45)c(F)c3)C,7.56
1839,CHEMBL3593686,COc1cc2c(Oc3ccc(NC(=O)C4=C(C)N(C(=O)N4C)c5ccc(C)cc5)cc3F)ccnc2cc1OCCCN6CCN(C)CC6,7.62
1840,CHEMBL2031896,CCc1cc2c(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)cc3F)ccnc2cc1OC,6.27
1841,CHEMBL3321910,Clc1ccc(cc1Cl)c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2,5.82
1842,CHEMBL2376640,C[C@@H](OC1=CNC(=O)C(=C1)C(=O)NC2CCOCC2)c3c(Cl)ccc(F)c3Cl,9.49
1843,CHEMBL3759079,Cn1cc(cn1)C2=NN(Cc3cccc(Nc4ncc(cn4)c5cnn(C)c5)c3)C(=O)C=C2,8.12
1844,CHEMBL3759495,CN1CCC(CC1)n2cc(cn2)c3cnc(Nc4cccc(CN5N=C(C=CC5=O)c6cnn(C)c6)c4)nc3,8.37
1845,CHEMBL3758780,Cn1cc(cn1)c2cnc(Nc3cccc(CN4N=C(C=CC4=O)c5ccncc5)c3)nc2,7.7
1846,CHEMBL3775343,Fc1ccc(cc1Cl)n2nnc(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)c(F)c3)c2C(F)(F)F,7.8
1847,CHEMBL409867,COc1cc2nccc(Oc3ccc4N(CCOc4c3)C(=O)Nc5ccc(Cl)cc5)c2cc1C(=O)N,6.8
1848,CHEMBL1824875,Nc1ncc(cc1OCc2c(F)ccc(F)c2Cl)c3ccc(cc3)C(=O)N4CCC[C@@H]4CN5CCCC5,6.25
1849,CHEMBL2431825,C[C@@H](c1ccc2ncccc2c1)c3nnc4ccc(nn34)c5cccc(C)c5,7.96
1850,CHEMBL2376644,C[C@@H](OC1=CNC(=O)C(=C1)c2nc3ccc(cc3[nH]2)N4CCN(C)CC4)c5c(Cl)ccc(F)c5Cl,6.89
1851,CHEMBL2376654,C[C@@H](OC1=CNC(=O)C(=C1)C(=O)Nc2ccc(CN3CCN(C)CC3)cc2)c4c(Cl)ccc(F)c4Cl,7.62
1852,CHEMBL3394451,Nc1noc2cccc(c3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(Cl)cc5)cc3)c12,8.17
1853,CHEMBL1802601,CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cn[nH]c4,5.85
1856,CHEMBL3321899,Fc1ccccc1c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2,5.13
1857,CHEMBL272875,CCNC(=O)N1CCOc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,5.85
1858,CHEMBL270057,COc1cc2nccc(Oc3ccc4N(CCOc4c3)C(=O)Nc5cccc(C)c5)c2cc1OC,6.46
1859,CHEMBL1098158,Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)c5cnn(c5C(F)(F)F)C(C)(C)C)cc4F)c3s2,7.16
1860,CHEMBL1095035,COC[C@H](C)N(Cc1ccc(cc1)c2cc3nccc(Oc4ccc(NC(=O)c5cnn(c6ccccc6)c5C(F)(F)F)cc4F)c3s2)C(=O)C,7.52
1861,CHEMBL3809108,C1CN(CCO1)c2nnc3nncn3n2,4.93
1862,CHEMBL461998,COc1cc2nccc(Oc3ccc(NC(=O)NC(=O)c4c(F)cccc4F)nc3)c2cc1OC,7.1
1864,CHEMBL2431831,CCS(=O)(=O)c1ccc(cc1)c2ccc3nnc([C@@H](C)c4ccc5ncccc5c4)n3n2,7.44
1865,CHEMBL2431833,C[C@@H](c1ccc2ncccc2c1)c3nnc4ccc(nn34)c5ccc(nc5)N(C)C,7.6
1866,CHEMBL2431815,C[C@@H](c1c[nH]c2ncccc12)c3nnc4ccc(nn34)c5ccc(cc5)C#N,7.64
1867,CHEMBL461139,O=C1NC=Nc2[nH]c(cc12)c3ccnc(\C=C\c4ccc(CN5CCOCC5)cc4)c3,7.07
1868,CHEMBL489083,NC(=N)SCCCN1C(=O)C2=C(C1=O)n3c(cc4ccccc34)c5cccc6ccn2c56,5.48
1869,CHEMBL493519,Clc1cccc(c1)c2c([nH]c3ccc(nc23)C#N)c4ccncc4,7.4
1870,CHEMBL598912,CNC(=O)\C=C\c1cnc2ccc(OC(C)c3c(Cl)ccc(F)c3Cl)cc2c1,7.55
1871,CHEMBL2401827,CNC(=O)c1coc2c(O[C@H](C)c3c(Cl)ccc(F)c3Cl)c(N)ncc12,6.23
1872,CHEMBL1766529,CC(=O)N1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F,9.02
1873,CHEMBL3260948,Nc1nccc(Oc2ccc(NC(=O)CS(=O)(=O)Nc3ccccc3)cc2F)c1Cl,6.54
1877,CHEMBL3260954,Nc1nccc(Oc2ccc(NS(=O)(=O)CC(=O)Nc3ccccc3)cc2F)c1Cl,7.0
1878,CHEMBL2431820,Nc1ccc2nnc(Cc3ccc4ncccc4c3)n2n1,5.6
1879,CHEMBL2431821,CN(C)c1ccc2nnc(Cc3ccc4ncccc4c3)n2n1,6.46
1880,CHEMBL2431826,C[C@@H](c1ccc2ncccc2c1)c3nnc4ccc(nn34)c5cccc(c5)C#N,8.4
1881,CHEMBL2431827,C[C@@H](c1ccc2ncccc2c1)c3nnc4ccc(nn34)c5ccc(cc5)C#N,7.92
1882,CHEMBL1803014,CS(=O)(=O)Nc1ccc2C=Cc3nc(N)c(cc3C(=O)c2c1)c4ccccc4,5.21
1883,CHEMBL1803008,CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(N4CCCC4)c2c1)c5ccccc5,6.11
1885,CHEMBL1822564,Oc1ccc(CC(=O)N\N=C\2/C(=O)Nc3ncccc23)cc1,6.64
1886,CHEMBL1824381,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OC4CCCC4)c1,6.4
1887,CHEMBL462622,Nc1nccc(Oc2ccc(NC(=O)C3=CC=CN(C3=O)c4ccc(F)cc4)cc2F)c1C#C,9.0
1888,CHEMBL518174,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C)N(C[C@@H](C)O)N(C4=O)c5ccccc5)cc3F)ccnc2c1,9.0
1889,CHEMBL524181,Fc1ccc(cc1F)c2c([nH]c3ccc(nc23)C#N)c4ccncc4,5.8
1890,CHEMBL551998,[O-][N+](=O)c1cccc(c1)S(=O)(=O)c2c[nH]c3ncccc23,6.7
1891,CHEMBL461118,COc1cc2nccc(Oc3ccc(NC(=O)NCCc4ccccc4)nc3)c2cc1OC,6.0
1897,CHEMBL3287307,Cc1ccc(NC(=O)C2(CC2)C(=O)Nc3ccc(Oc4ccnc(Nc5cccc(CS(=O)(=O)C)c5)n4)cc3)cc1,7.73
1898,CHEMBL2170948,O=C1CCCN1CCn2cc(cn2)c3cnc4nnn(Cc5ccc6ncccc6c5)c4n3,7.04
1899,CHEMBL1097141,Nc1cc(Oc2ccc(Nc3ncccc3C(=O)Nc4ccc(Cl)cc4)cc2F)ccn1,7.96
1900,CHEMBL1097142,Nc1cc(Oc2ccc(Nc3ncccc3C(=O)Nc4ccc(F)cc4F)cc2F)ccn1,8.1
1901,CHEMBL1097543,OCCc1ccccc1NC(=O)c2cccnc2Nc3ccc(Oc4ccnc5[nH]ccc45)c(F)c3,8.05
1902,CHEMBL3263991,CC1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C5CC5)n3)cc12,7.51
1903,CHEMBL3263993,CC1CN(C)CCc2ccc(Nc3ncc(Cl)c(N[C@@H]4[C@@H]5C[C@@H](C=C5)[C@@H]4C(=O)N)n3)cc12,7.24
