,mol_id,smiles,pIC50
595,CHEMBL2032289,Nc1ncc(cc1c2oc3cc(Nc4ccc(F)cc4)ccc3n2)c5cnn(c5)C6CCNCC6,6.39
596,CHEMBL2032282,Nc1ncc(cc1c2oc3c(c(O)ccc3n2)c4cnccn4)c5cnn(c5)C6CCNCC6.OC(=O)C(F)(F)F,8.1
597,CHEMBL2032161,Nc1ncc(cc1c2oc3cc(Nc4ncccn4)ccc3n2)c5cnn(c5)C6CCNCC6.OC(=O)C(F)(F)F,7.2
598,CHEMBL2031893,COc1cc2nccc(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)cc3F)c2cc1OC,8.0
599,CHEMBL2032280,Cc1c(O)ccc2nc(oc12)c3cc(cnc3N)c4cnn(c4)C5CCNCC5.OC(=O)C(F)(F)F,9.7
600,CHEMBL2032277,Cc1cc2oc(nc2c(C)c1O)c3cc(cnc3N)c4cnn(c4)C5CCNCC5.OC(=O)C(F)(F)F,8.52
601,CHEMBL2032275,Nc1ncc(cc1c2oc3c(O)cccc3n2)c4cnn(c4)C5CCNCC5.OC(=O)C(F)(F)F,6.96
602,CHEMBL2032274,Nc1ncc(cc1c2oc3cc(O)ccc3n2)c4cnn(c4)C5CCNCC5.OC(=O)C(F)(F)F,7.72
603,CHEMBL2032272,Nc1ncc(cc1c2oc3cc(Oc4ncccn4)ccc3n2)c5cnn(c5)C6CCNCC6.OC(=O)C(F)(F)F,7.64
604,CHEMBL2029564,C[C@@H](c1ccc2ncccc2c1)n3nnc4C=CN(C(=O)c34)c5cc(C)ns5,8.7
605,CHEMBL462623,CC(C)c1c(N)nccc1Oc2ccc(NC(=O)C3=CC=CN(C3=O)c4ccc(F)cc4)cc2F,8.47
606,CHEMBL494984,CNC(=O)c1ccc(cc1F)c2ccc3nnc(Cc4ccc(O)cc4)n3n2,8.52
607,CHEMBL2029683,C[C@@H](c1ccc2ncccc2c1)n3nnc4C=CN(C(=O)c34)c5cnn(C)c5,7.43
608,CHEMBL2032284,Nc1ccc2oc(nc2c1)c3cc(cnc3N)c4cnn(c4)C5CCNCC5.OC(=O)C(F)(F)F,7.25
609,CHEMBL2148129,CN1CCN(CC1)c2cnc3cc(cc(NCc4nnc5ccc(nn45)c6occc6)c3n2)C(F)(F)F,6.39
611,CHEMBL473533,CC1=C(C#N)C(=O)N(Cc2ccccc2)C(=O)/C/1=C\Nc3cc(Cl)ccc3O,4.37
612,CHEMBL1822380,Fc1ccc(Cn2nnc3ncc(nc23)c4cc5ccccc5[nH]4)cc1,5.94
613,CHEMBL494794,COc1ccc2c(OCc3nnc4ccc(nn34)c5ccccc5F)ccnc2c1,7.17
614,CHEMBL524364,Fc1ccc(CC(=O)NC(=O)Nc2ccc(Oc3ccnc4[nH]cc(c5cccnc5)c34)c(F)c2)cc1,8.7
617,CHEMBL498769,Oc1ccc(Cc2nnc3ncc(nn23)c4ccccc4)cc1,8.22
619,CHEMBL1824371,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccc(F)c4)c1,7.26
621,CHEMBL2148131,CN1CCN(CC1)c2cnc3cc(cc(NCc4nnc5ccc(nn45)c6ccc(F)cc6)c3n2)C(F)(F)F,6.2
624,CHEMBL252213,Fc1ccc(CC(=O)NC(=O)Nc2ccc(Oc3ncnn4ccc(c5ccccc5)c34)c(F)c2)cc1,6.58
625,CHEMBL254280,CN(C)CCCOc1cn2ncnc(Oc3ccc(NC(=O)CC(=O)Nc4ccc(F)cc4)cc3F)c2c1C,7.52
626,CHEMBL253222,CN(C)CCCOc1cn2ncnc(Oc3ccc(NC(=O)c4cccnc4)cc3F)c2c1C,7.16
627,CHEMBL400332,CN(C)CCCOc1cn2ncnc(Oc3ccc(NC(=O)c4c(F)cccc4F)cc3F)c2c1C,7.52
628,CHEMBL1766518,CN1CCN(CC1)c2cnc3cccc(NC(=O)C4=CC=CN(C4=O)c5ccc(F)cc5)c3c2,5.28
629,CHEMBL1766527,CN1CCN(CC1)c2cnc3cccc(c4cccc(c4)[N+](=O)[O-])c3c2,5.64
630,CHEMBL1766539,[O-][N+](=O)c1cccc(CNc2cc(cc3ncc(cc23)N4CCOCC4)C(F)(F)F)c1,9.14
631,CHEMBL496102,COc1ccc2c(OCc3nnc4ccc(nn34)c5ccccc5)ccnc2c1,7.34
632,CHEMBL523413,Cc1cc(sn1)c2ccc3nnc(Cc4ccc(O)cc4)n3n2,8.52
633,CHEMBL497117,Oc1ccc(Cc2nnc3ccc(nn23)c4ccsc4)cc1,8.4
634,CHEMBL459647,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C)N(CC(C)C)N(C4=O)c5ccccc5)cc3F)ccnc2c1,6.69
635,CHEMBL496101,Oc1ccc(Cc2nnc3ccc(cn23)c4ccccc4)cc1,5.68
636,CHEMBL462231,Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)C5(C)CCN(C5=O)c6ccccc6)cc4F)c3s2,7.17
637,CHEMBL462835,CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6OC)cc4F)c3s2,7.58
638,CHEMBL461293,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C)N(CC(=O)C)N(C4=O)c5ccccc5)cc3F)ccnc2c1,8.89
639,CHEMBL461582,CC(C)OC1=C(C(=O)Nc2ccc(Oc3ccnc(N)c3Cl)c(F)c2)C(=O)N(C=C1)c4ccc(F)cc4,8.49
640,CHEMBL461831,COc1cc2nccc(Oc3ccc(cc3F)C4=CN=C(Nc5ccc(F)cc5)N(C)C4=O)c2cc1OC,7.85
641,CHEMBL1823126,Fc1ccc(Cc2nnc3ncc(nn23)c4cccs4)cc1,7.89
644,CHEMBL508142,CN1CCN(CC(=O)c2c[nH]c3nccc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)CC1,7.96
645,CHEMBL517469,CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6F)cc4F)c3s2,7.68
647,CHEMBL1779202,CC1(C)c2cc(ccc2C(=O)c3c1[nH]c4cc(ccc34)C#N)C5CCN(CC5)C6COC6,5.14
648,CHEMBL1822362,CC(C)(C)OC(=O)c1cnc2ccn(c2c1)S(=O)(=O)c3ccccc3[N+](=O)[O-],7.7
649,CHEMBL459892,COc1cc2nccc(Oc3ccc(NC(=O)NCc4ccccc4)nc3)c2cc1OC,6.0
650,CHEMBL492912,Clc1ccc(cc1)c2c([nH]c3ccc(nc23)C#N)c4ccncc4,5.0
651,CHEMBL253444,CC(=O)NC1CCN(Cc2ccn3ncnc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)CC1,6.36
652,CHEMBL461119,COc1cc2nccc(Oc3ccc(NC(=O)NC(=O)CN4CCCC4)nc3)c2cc1OC,6.3
653,CHEMBL1825136,CC(Oc1cc(cnc1N)c2cnn(c2)C3CCCNC3)c4c(Cl)ccc(F)c4Cl,7.6
655,CHEMBL3414925,COc1cnc2ccc(cc2c1)[C@H](C)c3nnc4c(F)cc(cn34)c5onc(C)c5,8.22
656,CHEMBL3414736,Cc1cc(on1)c2cc(F)c3nnc(n3c2)C(F)(F)c4ccc5ncccc5c4,8.05
657,CHEMBL561258,[O-][N+](=O)c1cccc(c1)S(=O)(=O)n2ccc3nccnc23,5.76
661,CHEMBL503524,Fc1cc(NC(=O)N2CCN(C2=O)c3ccccc3)ccc1Oc4ccnc5cc(sc45)c6cn(CCN7CCCC7)cn6,7.46
663,CHEMBL3321900,Fc1cccc(c1)c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2,5.82
664,CHEMBL3321895,Cc1ccc(cc1)c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2,5.34
665,CHEMBL3263965,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cc(ccc4F)c5ccsc5)cc3F)ccnc2cc1OCCCN6CCN(C)CC6,5.78
666,CHEMBL256767,Fc1cc(NC(=S)NC(=O)Cc2ccccc2)ccc1Oc3ccnc4cc(sc34)c5ncccn5,6.74
667,CHEMBL2029562,COc1cnc2ccc(Cn3nnc4C=CN(C(=O)c34)c5cc(C)ns5)cc2c1,8.52
668,CHEMBL2029565,COc1cnc2ccc(cc2c1)[C@H](C)n3nnc4C=CN(C(=O)c34)c5cc(C)ns5,9.0
669,CHEMBL402042,Fc1cc(NC(=S)NC(=O)Cc2ccccc2)ccc1Oc3ccnc4cc(sc34)c5cccnc5,6.9
670,CHEMBL258185,Cn1cccc1c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2,6.97
671,CHEMBL254760,Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2,6.4
672,CHEMBL257802,Fc1cc(NC(=S)NC(=O)Cc2ccccc2)ccc1Oc3ccnc4ccsc34,6.94
673,CHEMBL560575,Clc1nc2sccn2c1S(=O)(=O)n3ccc4ncc(cc34)N5CCNCC5,5.77
674,CHEMBL1802910,CN(Cc1ccccc1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5,7.52
675,CHEMBL561256,C(c1ccccc1)n2ccc3ncccc23,7.72
676,CHEMBL564904,O=C(N1CCN(CC1)c2cnc3ccn(c3c2)S(=O)(=O)c4cccc5nonc45)c6cccnc6,6.32
677,CHEMBL2324113,Cn1cc(cn1)c2cnc3C=Cc4ccc(CC(=O)NCc5ccccc5)cc4C(=O)c3c2,7.03
678,CHEMBL2323775,Cn1cc(cn1)c2cnc3C=Cc4ccc(CS(=O)(=O)NCc5ccccn5)cc4C(=O)c3c2,6.24
679,CHEMBL1802829,CN(C)S(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cnn(C)c4,5.64
680,CHEMBL1802917,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(c5)C6CCNCC6,8.52
681,CHEMBL2324123,Cn1cc(cn1)c2cnc3C=Cc4ccc(CS(=O)(=O)N[C@@H]5CCCC[C@@H]5N)cc4C(=O)c3c2,7.28
682,CHEMBL556837,O=S(=O)(c1cccc2nonc12)n3ccc4ncccc34,7.66
683,CHEMBL1813633,COc1ccc(cc1)c2csc3ncnc(Oc4ccc(NC(=O)C5=CC=CN(C5=O)c6ccc(F)cc6)cc4F)c23,7.33
685,CHEMBL1803015,CS(=O)(=O)Nc1ccc2C=Cc3c(cc(c[n+]3[O-])c4ccccc4)C(=O)c2c1,5.52
686,CHEMBL1802823,C=CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4ccccc4,6.89
687,CHEMBL1802822,CCS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4ccccc4,7.57
688,CHEMBL1802605,CNc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cnn(C)c4,8.3
689,CHEMBL1802599,CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4ccsc4,8.0
690,CHEMBL1766512,CN1CCN(CC1)c2cnc3cccc(OS(=O)(=O)c4cccc(c4)[N+](=O)[O-])c3c2,5.92
691,CHEMBL2348417,OCCNC(=O)C1=Cc2c(Nc3ccc(Oc4cccc5sccc45)c(Cl)c3)ncnc2NCC1,5.25
692,CHEMBL1824376,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccccn4)c1,6.25
693,CHEMBL1824379,CCCOc1cc(OCCCN2CCCC2)ccc1C(=O)Nc3cccc(O)c3,6.19
694,CHEMBL1824382,O=C(Nc1ccccc1)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4,6.47
695,CHEMBL1822800,Cn1ccnc1c2cc3nccc(Oc4ccc(NC(=O)NC(=O)c5c(F)cccc5F)nc4)c3s2,5.36
696,CHEMBL1822378,Fc1ccc(Cn2nnc3ncc(nc23)c4cccs4)cc1,6.8
697,CHEMBL3402742,CN(C)CCCOC(=O)Nc1cccc(CN2N=C(CSC2=O)c3cc(F)cc(F)c3)c1,7.11
698,CHEMBL3402741,CCN(CC)CCCOC(=O)Nc1cccc(CN2N=C(CSC2=O)c3ccc(OC)c(OC)c3)c1,6.4
699,CHEMBL3414912,Cn1cc(cn1)c2cc(F)c3nnc(Cc4ccc5nc(N)sc5c4)n3c2,7.28
700,CHEMBL3309962,Fc1ccc(CNC(=O)C2=CN(C(=O)C=C2)c3ccc(Oc4ccnc5ccsc45)c(F)c3)cc1,6.68
701,CHEMBL3309971,COC1=CC(=O)N(C=C1C(=O)NCc2ccc(F)cc2)c3ccc(Oc4ccnc(N)c4C#CCO)c(F)c3,7.0
702,CHEMBL3309972,COC1=CC(=O)N(C=C1C(=O)NCc2ccc(F)cc2)c3ccc(Oc4ccnc(N)c4C#CCN(C)C)c(F)c3,6.68
703,CHEMBL3309958,Nc1nccc(Oc2ccc(cc2F)N3C=C(C=CC3=O)C(=O)NCc4ccc(F)cc4)c1C#C,6.34
704,CHEMBL3417489,Fc1ccc2ccn(C3=NN(CCOc4ccnc5cc(OCCCN6CCOCC6)ccc45)C(=O)C=C3)c2c1,8.38
705,CHEMBL3309963,Fc1ccc(CNC(=O)C2=CN(C(=O)C=C2)c3ccc(Oc4ncnc5ccsc45)c(F)c3)cc1,6.24
706,CHEMBL3309965,COC1=CC(=O)N(C=C1C(=O)NCc2ccc(F)cc2)c3ccc(Oc4ccnc(N)c4Cl)c(F)c3,7.35
707,CHEMBL3417479,Fc1ccc2ccn(C3=NN(Cc4cccc(NC(=O)OCCCCn5cccn5)c4)C(=O)C=C3)c2c1,7.72
708,CHEMBL3417488,COc1cnc(nc1)c2cccc(CN3N=C(C=CC3=O)n4ccc5ccc(F)cc45)c2,7.97
709,CHEMBL3674524,CC(c1c(F)cc2ncccc2c1F)c3nnc4ccc(nn34)\C(=N\NC(=O)N)\C,9.3
710,CHEMBL3704006,Cn1cc(cn1)c2ccc3nnc(Sc4ccc5ncc(CN6CCOCC6)cc5c4)n3c2,7.62
711,CHEMBL3704007,C\C(=N/OCCO)\c1ccc2nnc(Sc3ccc4ncc(cc4c3)N5CCC(O)CC5)n2c1,8.15
712,CHEMBL3704010,C\C(=N/O)\c1ccc2nnc(Sc3ccc4ncc(CN5CCOCC5)cc4c3)n2c1,7.08
713,CHEMBL3704011,C\C(=N/OCCO)\c1ccc2nnc(Sc3ccc4ncc(CN5CCOCC5)cc4c3)n2c1,7.48
714,CHEMBL3648321,CC1=C(C#N)C(C(C#N)C(=N1)C)c2ccc3[nH]nc(c3c2)S(=O)(=O)C,6.89
715,CHEMBL4114711,C\C(=N/N1CCOC1=O)\c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2,8.4
716,CHEMBL503139,COc1ccc(cc1F)N2C=C(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)c(F)c3)C(=O)C(=C2)c6ccc(F)cc6,8.3
717,CHEMBL2032029,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C)N(CC(C)O)N(C4=O)c5ccccc5)nc3)ccnc2c1,7.34
718,CHEMBL1644802,CN1C(=O)CCCc2cc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NCC#C)n3)ccc12,7.42
719,CHEMBL1644810,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4CCCC(=O)N(CCOC)c4c3)ncc2Cl,7.21
720,CHEMBL1644808,CCN1C(=O)CCC(C)(C)c2cc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)ccc12,7.19
721,CHEMBL1789964,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4c(c3)N(CC(C)C)C(=O)CCC4(C)C)ncc2Cl,7.08
722,CHEMBL2385189,COc1cc2c(Oc3ccc(NC(=O)C4=NN(c5ccccc5Br)c6ccccc6C4=O)cc3F)ccnc2cc1OCCCN7CCC(C)CC7,8.29
723,CHEMBL2385190,COc1cc2c(Oc3ccc(NC(=O)C4=NN(c5cccc(c5)C(F)(F)F)c6ccccc6C4=O)cc3F)ccnc2cc1OCCCN7CCC(C)CC7,8.3
724,CHEMBL1644813,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4c(c3)N(C(C)C)C(=O)CCC4(C)C)ncc2Cl,6.42
725,CHEMBL1760057,C(COc1ccc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc1)CN5CCCCC5,5.05
726,CHEMBL1766538,[O-][N+](=O)c1cccc(CNc2cc(cc3ncc(cc23)N4CCCCC4)C(F)(F)F)c1,8.47
727,CHEMBL1766541,CN1CCN(CC1)c2cnc3cc(cc(OCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F,8.57
728,CHEMBL576769,COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(C4=O)c5ccccc5)c(F)c3)c2cc1OC,7.52
729,CHEMBL575713,COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(C4=O)c5ccccc5)nc3)c2cc1OC,7.52
730,CHEMBL577369,COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(C4=O)c5ccccc5F)cc3F)c2cc1OC,7.22
731,CHEMBL574230,COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(C4=O)c5ccccc5)cn3)c2cc1OC,7.22
732,CHEMBL2032013,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C5CCOCC5)N(C)N(C4=O)c6ccccc6)nc3)ccnc2c1,7.42
733,CHEMBL2032028,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C)N(CC(C)O)N(C4=O)c5ccccc5)cc3F)ccnc2c1,7.28
734,CHEMBL2032026,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C)N(CCO)N(C4=O)c5ccccc5)nc3)ccnc2c1,7.02
735,CHEMBL2032036,COc1cc2nccc(Oc3ccc(NC(=O)C4CCN(Cc5ccccc5)C4=O)cc3F)c2cc1OC,5.95
736,CHEMBL2031893,COc1cc2nccc(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)cc3F)c2cc1OC,7.7
738,CHEMBL518209,Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)C5CCN(C5=O)c6ccccc6)cc4F)c3s2,6.43
739,CHEMBL459478,CC(C)n1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)C5CCN(C5=O)c6ccccc6)cc4F)c3s2,6.68
740,CHEMBL510676,Cn1ccnc1c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6)cc4F)c3s2,7.58
741,CHEMBL2347053,[O-][N+](=O)c1ccccc1c2n[nH]cc2\C=C\3/C(=O)Nc4ccccc34,6.96
742,CHEMBL2401832,C[C@@H](Oc1c(N)ncc2c(coc12)C3=CCN(CC3)C(=O)N)c4c(Cl)ccc(F)c4Cl,7.58
743,CHEMBL2401817,Nc1ncc2c(coc2c1OC(CC=C)c3c(Cl)ccc(F)c3Cl)c4cnn(c4)C5CCNCC5,6.96
744,CHEMBL1802906,Cn1cc(cn1)c2cnc3C=Cc4ccc(NS(=O)(=O)N)cc4C(=O)c3c2,7.92
745,CHEMBL448993,CC(=O)c1cccc(c1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6)cc4F)c3s2,6.57
746,CHEMBL450786,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc4c(Cl)cccc4Cl)c(C)c1C(=O)N5CCC[C@@H]5CN6CCCC6,7.42
747,CHEMBL1802907,CNS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cnn(C)c4,8.7
748,CHEMBL1822792,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5,6.05
749,CHEMBL1822792,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5,7.0
750,CHEMBL2170813,COc1ccc(Cn2nnc3ncc(nc23)c4cnn(C)c4)cc1,7.29
751,CHEMBL2032032,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C)N(CC5CNC(=O)O5)N(C4=O)c6ccccc6)cc3F)ccnc2c1,6.94
752,CHEMBL1802911,Cn1cc(cn1)c2cnc3C=Cc4ccc(NS(=O)(=O)N5CCC5)cc4C(=O)c3c2,8.0
753,CHEMBL2170967,Fc1ccc(cc1)c2cnc3nnc(Cc4ccc5ncccc5c4)n3n2,8.3
754,CHEMBL272878,COc1cc2nccc(Oc3ccc4N(CCOc4c3)C(=O)Nc5cccc(Cl)c5)c2cc1OC,6.64
755,CHEMBL270550,COc1cc2nccc(Oc3ccc4N(CCOc4c3)C(=O)Nc5ccccc5Cl)c2cc1OC,6.54
756,CHEMBL411630,COc1cc2nccc(Oc3ccc4N(CCOc4c3)C(=O)Nc5ccc(C)cc5)c2cc1OC,6.43
757,CHEMBL272250,COc1cc2nccc(Oc3ccc4c(cccc4c3)C(=O)NC5CC5)c2cc1C(=O)N,4.7
758,CHEMBL270556,COc1cc2ncnc(Oc3ccc4c(cccc4c3)C(=O)N)c2cc1OC,4.7
759,CHEMBL461140,CN(C)CCOc1ccc(\C=C\c2cc(ccn2)c3cc4C(=O)NC=Nc4[nH]3)cc1,6.85
761,CHEMBL3263972,CCCCC1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc12,8.55
762,CHEMBL3263974,CNC(=O)c1ccccc1Nc2nc(Nc3ccc4CCN(C)CC(=C)c4c3)ncc2Cl,8.19
763,CHEMBL3263982,CNC(=O)c1ccccc1Nc2nc(Nc3ccc4CCN(CC(C)c4c3)C(=O)C)ncc2Cl,8.72
764,CHEMBL457999,CN1CCC(CC1)Oc2cnc3cc(cc(c4ccccc4)c3n2)C(F)(F)F,4.71
765,CHEMBL453849,CC(C)CCN1C=CC=C(C(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)C1=O,7.52
766,CHEMBL3287317,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5cccc(Cl)c5)cc3F)n2)c1,6.67
767,CHEMBL1644806,CNC(=O)c1cccc(Cl)c1Nc2nc(Nc3ccc4NC(=O)CCC(C)(C)c4c3)ncc2Cl,6.8
768,CHEMBL3260956,Nc1nccc(Oc2ccc(NS(=O)(=O)CC(=O)Nc3ccc(F)cc3)cc2F)c1Cl,6.36
769,CHEMBL3260964,CCOC1=C(C(=O)Nc2ccc(Oc3ccnc(N)n3)c(F)c2)C(=O)N(C=C1)c4ccc(F)cc4,7.57
770,CHEMBL510459,CC(=O)N1CCN(CC1)c2cnc3cc(cc(c4ccccc4)c3n2)C(F)(F)F,5.89
771,CHEMBL468787,CN1CCN(CC1)c2cnc3cc(cc(c4ccc5NC(=O)Cc5c4)c3n2)C(F)(F)F,6.77
772,CHEMBL1171224,Cl.Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(CCO)c4,5.89
773,CHEMBL1094718,Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)c5cnn(c6ccccc6)c5C(F)(F)F)cc4F)c3s2,6.82
774,CHEMBL1939488,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4c(NC(=O)[C@@H](CC4(C)C)NC(=O)COC)c3)ncc2Cl,7.55
775,CHEMBL257546,Fc1cc(NC(=S)NC(=O)Cc2ccccc2)ccc1Oc3ccnc4cc(sc34)C(=O)c5occc5,6.89
778,CHEMBL1644811,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4c(NC(=O)CCC4(C)C)c3)ncc2Cl,8.0
779,CHEMBL1096536,CSc1ncc(C(=O)Nc2ccc(F)cc2F)c(Nc3ccc(Oc4ccnc(N)c4)c(F)c3)n1,8.05
780,CHEMBL3263990,CC(C)S(=O)(=O)c1ccccc1Nc2nc(Nc3ccc4CCN(C)CC(C)c4c3)ncc2Cl,7.2
781,CHEMBL1823123,Fc1cc(NC(=S)NC(=O)Cc2ccccc2)ccc1Oc3ccnc4cc(sc34)C(=O)C5CCCO5,6.89
782,CHEMBL460502,NCC#Cc1c(N)nccc1Oc2ccc(NC(=O)C3=CC=CN(C3=O)c4ccc(F)cc4)cc2F,8.42
783,CHEMBL430027,NCC1CCN(Cc2ccn3ncnc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)CC1,6.0
784,CHEMBL495898,Oc1ccc(Cc2nnc3ccc(nn23)c4ccccc4)cc1,6.92
785,CHEMBL456502,CN1CCN(CC1)c2cnc3cc(cc(c4ccccc4)c3n2)C(F)(F)F,5.89
790,CHEMBL464409,Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=S)c6ccccc6)cc4F)c3s2,5.7
791,CHEMBL258185,Cn1cccc1c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2,7.31
792,CHEMBL3651393,CC(c1cnc2ccc(nn12)\C(=N\OCCO)\C)c3c(F)cc4c(cnn4C)c3F,8.55
793,CHEMBL3648325,CC(C)OCCOc1n[nH]c2ccc(cc12)C3C(C#N)C(=NC(=C3C#N)C(F)F)C(F)F,7.42
794,CHEMBL3648326,COCCN(C)c1n[nH]c2ccc(cc12)C3C(C#N)C(=NC(=C3C#N)C)C,8.1
795,CHEMBL3651399,C\C(=N/OCCO)\c1ccc2nnc(Cc3ccc4ncccc4c3F)n2n1,7.85
796,CHEMBL3651400,CCO\N=C(/C)\c1ccc2nnc(n2n1)C3(CC3)c4ccc5ncccc5c4,6.82
797,CHEMBL3651405,COCCO\N=C(/C)\c1ccc2nnc(C(C)c3c(F)cc4ncccc4c3F)n2n1,7.75
798,CHEMBL3648243,CC(N=O)c1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,8.52
799,CHEMBL525260,Fc1ccc(CC(=O)NC(=O)Nc2ccc(Oc3ccnc4[nH]c(cc34)c5cccnc5)c(F)c2)cc1,8.7
800,CHEMBL502531,Nc1nccc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)c1C#C,8.7
802,CHEMBL400556,CN(C)CCOc1cn2ncnc(Oc3ccc(NC(=O)NC(=O)Cc4ccc(F)cc4)cc3F)c2c1C,6.82
803,CHEMBL2031913,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C5CCOCC5)N(C)N(C4=O)c6ccccc6)cc3F)ccnc2c1,7.4
804,CHEMBL2031912,COc1ccc2c(Oc3ccc(NC(=O)C4=C(C5CCOC5)N(C)N(C4=O)c6ccccc6)cc3F)ccnc2c1,7.47
805,CHEMBL2032290,Cc1ccc(cc1)S(=O)(=O)NC(=O)Nc2ccc3nc(oc3c2)c4cc(cnc4N)c5cnn(c5)C6CCNCC6,7.35
806,CHEMBL2031909,COc1ccc2c(Oc3ccc(NC(=O)C4=C([C@@H]5CCCN5)N(C)N(C4=O)c6ccccc6)cc3F)ccnc2c1,6.49
807,CHEMBL1802825,Cn1cnc(c1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5,5.64
808,CHEMBL1802823,C=CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4ccccc4,5.05
809,CHEMBL1802602,Cn1cc(cn1)c2cnc3C=Cc4ccc(NS(=O)(=O)C)cc4C(=O)c3c2,7.92
810,CHEMBL1803004,CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4ccccc4,5.6
